-16771,-394,250
-16759,-402,230
-16758,-382,257
-16711,-400,292
-16736,-377,309
-16755,-413,194
-16713,-382,116
-16744,-383,184
-16698,-388,246
-16764,-363,181
-16752,-408,204
-16751,-372,278
-16769,-395,241
-16722,-374,152
-16775,-379,103
-16778,-365,151
-16752,-394,161
-16770,-384,161
-16743,-385,183
-16748,-386,79
-16755,-405,222
-16729,-391,307
-16749,-413,307
-16708,-411,259
-16740,-372,379
-16696,-396,445
-16772,-383,417
-16758,-376,430
-16703,-399,413
-16713,-387,473
-16707,-363,484
-16711,-379,475
-16769,-399,436
-16713,-390,460
-16713,-379,504
-16710,-397,465
-16756,-401,392
-16750,-401,251
-16739,-386,188
-16743,-396,178
-16733,-385,316
-16756,-380,109
-16784,-387,89
-16762,-369,218
-16750,-380,463
-16707,-376,489
-16711,-354,396
-16730,-363,264
-16733,-383,200
-16759,-373,63
-16734,-409,-45
-16781,-420,-166
-16725,-415,-208
-16761,-409,-128
-16753,-411,-77
-16746,-418,3
-16744,-408,107
-16728,-385,194
-16752,-410,147
-16723,-409,104
-16728,-399,149
-16746,-389,230
-16729,-369,213
-16748,-380,208
-16726,-353,190
-16736,-354,256
-16746,-355,212
-16725,-360,217
-16745,-379,328
-16724,-370,319
-16742,-377,372
-16706,-380,468
-16718,-363,622
-16702,-399,591
-16732,-380,576
-16736,-401,600
-16721,-398,544
-16718,-391,530
-16710,-405,509
-16720,-398,530
-16738,-384,561
-16739,-397,438
-16737,-394,475
-16720,-402,456
-16746,-389,324
-16762,-408,404
-16728,-401,407
-16737,-373,359
-16716,-384,268
-16758,-390,167
-16749,-344,216
-16736,-371,299
-16740,-379,317
-16734,-380,229
-16769,-378,263
-16744,-382,287
-16768,-380,291
-16745,-389,317
-16720,-376,397
-16758,-383,453
-16737,-400,522
-16743,-391,577
-16751,-402,562
-16732,-395,499
-16721,-398,474
-16734,-399,429
-16744,-366,438
-16725,-383,493
-16716,-386,462
-16719,-381,403
-16743,-356,374
-16730,-383,356
-16709,-384,417
-16723,-380,432
-16767,-392,351
-16749,-385,333
-16766,-407,309
-16731,-384,356
-16765,-374,411
-16733,-372,373
-16758,-378,318
-16697,-391,377
-16743,-402,405
-16732,-382,397
-16715,-385,392
-16717,-399,448
-16743,-397,481
-16752,-403,412
-16747,-399,421
-16726,-386,379
-16748,-398,376
-16719,-409,409
-16759,-394,356
-16736,-374,374
-16726,-392,354
-16737,-379,357
-16716,-373,392
-16738,-406,406
-16738,-371,356
-16736,-360,276
-16736,-382,303
-16720,-395,378
-16743,-381,434
-16736,-402,424
-16717,-387,475
-16744,-366,476
-16713,-390,441
-16732,-363,444
-16719,-408,416
-16713,-367,397
-16737,-393,469
-16726,-394,503
-16765,-398,378
-16745,-395,383
-16715,-412,369
-16728,-378,326
-16729,-411,269
-16762,-378,246
-16695,-386,314
-16721,-382,285
-16723,-363,335
-16737,-385,336
-16738,-390,406
-16721,-377,382
-16766,-396,400
-16753,-393,359
-16746,-389,332
-16737,-374,311
-16728,-379,365
-16738,-380,380
-16739,-384,350
-16729,-397,314
-16741,-388,260
-16725,-404,293
-16734,-393,299
-16743,-402,325
-16739,-398,420
-16750,-397,398
-16703,-401,449
-16731,-388,379
-16736,-394,356
-16742,-375,361
-16728,-374,299
-16748,-400,353
-16739,-387,452
-16711,-402,374
-16755,-378,347
-16740,-394,346
-16744,-366,342
-16728,-384,417
-16721,-395,395
-16725,-369,344
-16728,-380,444
-16727,-388,455
-16713,-401,410
-16719,-389,425
-16716,-403,355
-16734,-384,320
-16749,-383,279
-16713,-383,310
-16721,-373,327
-16717,-368,460
-16732,-385,260
-16752,-388,369
-16734,-369,308
-16745,-391,293
-16732,-386,257
-16734,-381,228
-16719,-383,295
-16707,-395,310
-16765,-394,291
-16743,-394,280
-16731,-394,377
-16710,-388,461
-16721,-375,463
-16722,-364,496
-16684,-385,431
-16749,-376,345
-16756,-388,379
-16714,-382,333
-16751,-385,246
-16721,-377,296
-16742,-376,367
-16732,-413,400
-16721,-367,383
-16744,-402,367
-16735,-410,332
-16703,-379,301
-16754,-384,277
-16769,-370,309
-16751,-386,290
-16720,-376,319
-16750,-401,358
-16742,-386,320
-16741,-377,341
-16746,-382,328
-16718,-391,322
-16732,-391,324
-16740,-392,332
-16741,-404,404
-16740,-386,354
-16735,-377,339
-16740,-397,302
-16719,-387,281
-16763,-394,247
-16742,-381,169
-16745,-392,181
-16737,-381,220
-16754,-385,263
-16693,-378,234
-16770,-390,173
-16751,-376,197
-16725,-407,273
-16761,-405,265
-16723,-416,297
-16731,-388,286
-16740,-380,288
-16734,-359,280
-16742,-387,273
-16707,-365,318
-16700,-393,281
-16748,-374,268
-16718,-361,295
-16749,-374,317
-16712,-382,295
-16759,-382,350
-16741,-370,359
-16720,-386,350
-16744,-386,424
-16724,-388,330
-16736,-378,295
-16765,-380,253
-16734,-385,222
-16739,-391,368
-16705,-383,242
-16751,-380,174
-16714,-401,205
-16760,-401,191
-16747,-377,261
-16721,-399,264
-16743,-401,313
-16723,-404,273
-16790,-381,245
-16710,-391,226
-16732,-393,226
-16741,-368,234
-16719,-374,178
-16750,-378,255
-16741,-374,263
-16746,-372,265
-16747,-371,273
-16731,-371,286
-16749,-403,278
-16765,-394,291
-16748,-398,258
-16730,-383,320
-16706,-372,508
-16756,-394,3
-16759,-377,161
-16706,-403,429
-16740,-372,160
-16737,-393,306
-16760,-395,115
-16750,-363,-45
-16746,-363,233
-16772,-399,188
-16749,-386,138
-16734,-390,249
-16730,-395,307
-16744,-368,250
-16731,-369,264
-16756,-382,222
-16737,-401,217
-16742,-391,204
-16748,-408,185
-16739,-373,244
-16763,-361,294
-16716,-386,344
-16748,-381,322
-16776,-397,243
-16749,-384,207
-16758,-376,189
-16706,-401,213
-16746,-374,227
-16748,-390,178
-16769,-398,221
-16750,-377,289
-16716,-373,256
-16723,-370,217
-16729,-384,181
-16766,-381,146
-16746,-402,188
-16701,-377,267
-16766,-384,275
-16727,-386,261
-16753,-400,248
-16751,-394,276
-16763,-392,295
-16755,-393,275
-16703,-388,260
-16709,-394,247
-16747,-373,322
-16750,-405,195
-16771,-383,107
-16728,-394,197
-16735,-378,275
-16758,-383,263
-16734,-411,240
-16755,-385,286
-16708,-386,231
-16718,-399,237
-16743,-390,257
-16741,-409,237
-16724,-374,278
-16716,-401,388
-16739,-397,359
-16752,-382,174
-16747,-363,73
-16770,-398,144
-16758,-403,150
-16737,-389,184
-16738,-382,242
-16752,-400,261
-16720,-368,297
-16750,-391,321
-16718,-369,324
-16714,-369,405
-16740,-389,349
-16744,-370,209
-16725,-383,242
-16773,-391,205
-16728,-387,212
-16750,-399,256
-16715,-374,286
-16740,-397,302
-16757,-375,253
-16714,-388,210
-16707,-405,267
-16742,-384,290
-16760,-371,225
-16723,-371,196
-16742,-388,224
-16734,-389,280
-16728,-381,239
-16738,-391,255
-16750,-401,276
-16748,-362,295
-16721,-386,201
-16737,-381,106
-16761,-412,73
-16734,-391,132
-16778,-364,185
-16707,-402,287
-16728,-388,292
-16741,-396,307
-16715,-364,346
-16739,-394,307
-16715,-389,266
-16755,-392,163
-16737,-383,152
-16739,-397,242
-16775,-374,336
-16730,-378,381
-16758,-373,362
-16704,-380,324
-16728,-383,301
-16756,-400,315
-16719,-393,291
-16741,-396,301
-16714,-371,297
-16739,-379,339
-16751,-349,417
-16737,-387,313
-16765,-376,246
-16727,-380,285
-16718,-374,268
-16757,-386,260
-16746,-366,252
-16701,-395,287
-16745,-392,266
-16739,-399,260
-16734,-377,361
-16755,-377,394
-16748,-396,363
-16748,-386,268
-16734,-386,283
-16730,-357,296
-16743,-372,316
-16759,-383,259
-16741,-383,256
-16749,-408,307
-16723,-393,364
-16746,-369,322
-16750,-410,334
-16750,-364,358
-16716,-386,359
-16714,-372,374
-16743,-390,376
-16709,-376,351
-16748,-387,351
-16711,-385,335
-16718,-407,283
-16733,-373,398
-16711,-392,367
-16771,-374,364
-16735,-383,408
-16722,-375,424
-16706,-382,390
-16709,-384,450
-16698,-395,466
-16759,-388,501
-16737,-355,457
-16718,-384,461
-16716,-375,404
-16760,-394,387
-16718,-370,343
-16762,-385,325
-16699,-396,321
-16724,-402,341
-16728,-377,380
-16740,-403,326
-16779,-392,355
-16690,-387,351
-16731,-386,373
-16725,-371,376
-16743,-385,301
-16774,-372,360
-16732,-376,483
-16756,-394,467
-16733,-395,344
-16715,-385,295
-16777,-373,296
-16752,-374,293
-16741,-386,390
-16697,-386,320
-16737,-382,294
-16766,-362,307
-16727,-356,382
-16708,-395,392
-16746,-405,386
-16723,-397,378
-16733,-389,368
-16757,-401,351
-16731,-398,345
-16739,-382,384
-16708,-395,451
-16722,-380,503
-16719,-392,398
-16751,-407,396
-16745,-348,395
-16742,-399,468
-16737,-386,448
-16736,-372,381
-16722,-392,362
-16716,-385,370
-16734,-409,400
-16724,-397,437
-16756,-395,459
-16721,-398,453
-16733,-391,408
-16752,-404,367
-16727,-381,399
-16745,-372,381
-16726,-392,341
-16750,-397,402
-16703,-405,447
-16714,-369,449
-16740,-395,366
-16723,-367,317
-16765,-392,291
-16726,-400,335
-16735,-391,341
-16698,-392,390
-16740,-391,336
-16764,-374,310
-16741,-402,354
-16718,-396,408
-16733,-369,481
-16696,-388,435
-16752,-402,375
-16758,-380,361
-16757,-386,374
-16752,-384,355
-16729,-389,314
-16773,-383,300
-16723,-388,375
-16753,-386,405
-16747,-362,404
-16728,-364,368
-16765,-398,316
-16753,-388,329
-16748,-376,301
-16776,-376,344
-16719,-398,311
-16762,-382,252
-16715,-398,278
-16716,-373,314
-16712,-421,380
-16745,-375,349
-16738,-378,345
-16724,-395,335
-16744,-381,428
-16759,-381,419
-16732,-382,417
-16729,-375,366
-16706,-409,363
-16762,-385,310
-16744,-377,300
-16735,-394,366
-16703,-387,386
-16732,-410,454
-16713,-375,455
-16758,-372,433
-16716,-371,481
-16732,-371,522
-16741,-381,501
-16719,-363,438
-16773,-382,310
-16729,-386,328
-16723,-385,388
-16721,-402,467
-16746,-385,430
-16766,-387,436
-16714,-406,484
-16723,-374,457
-16751,-409,335
-16707,-396,314
-16754,-357,371
-16710,-390,428
-16753,-370,379
-16753,-393,386
-16765,-372,378
-16745,-386,419
-16727,-383,435
-16752,-380,344
-16724,-378,323
-16722,-385,294
-16751,-401,322
-16714,-390,322
-16734,-386,407
-16721,-381,456
-16735,-401,403
-16743,-386,370
-16713,-390,369
-16750,-376,387
-16733,-381,341
-16737,-375,374
-16754,-385,387
-16727,-391,393
-16764,-374,402
-16728,-383,454
-16733,-388,449
-16723,-386,417
-16741,-381,360
-16729,-381,345
-16724,-367,363
-16748,-389,339
-16759,-379,357
-16735,-384,371
-16739,-370,486
-16727,-375,468
-16767,-382,381
-16710,-375,470
-16741,-383,429
-16755,-387,283
-16726,-377,377
-16722,-395,371
-16748,-374,354
-16745,-397,413
-16736,-369,372
-16756,-377,312
-16701,-385,327
-16728,-381,399
-16749,-384,357
-16699,-395,466
-16749,-397,316
-16730,-395,418
-16715,-386,445
-16753,-371,424
-16722,-372,505
-16729,-381,399
-16748,-385,341
-16771,-373,286
-16733,-402,336
-16745,-395,343
-16748,-377,354
-16725,-375,340
-16743,-385,278
-16744,-402,298
-16723,-372,297
-16760,-395,327
-16749,-390,295
-16741,-363,329
-16762,-403,353
-16749,-395,360
-16733,-382,387
-16736,-389,464
-16754,-396,452
-16728,-378,377
-16736,-390,341
-16744,-401,381
-16708,-380,423
-16744,-363,389
-16707,-366,350
-16763,-381,356
-16768,-394,336
-16733,-345,351
-16758,-388,362
-16704,-384,376
-16755,-376,295
-16740,-385,333
-16714,-408,324
-16758,-390,370
-16723,-378,294
-16725,-385,287
-16739,-390,283
-16726,-381,358
-16746,-374,355
-16729,-385,358
-16714,-398,376
-16739,-381,411
-16729,-402,279
-16766,-407,238
-16713,-385,285
-16749,-381,361
-16746,-373,377
-16736,-401,351
-16717,-376,333
-16723,-368,421
-16755,-390,427
-16760,-378,389
-16752,-391,344
-16726,-381,395
-16719,-378,414
-16731,-388,367
-16737,-370,359
-16744,-378,383
-16716,-382,378
-16745,-372,329
-16710,-383,319
-16734,-352,291
-16754,-397,296
-16730,-392,304
-16754,-386,371
-16708,-369,330
-16733,-368,299
-16733,-409,337
-16731,-393,344
-16729,-396,321
-16737,-416,326
-16750,-411,349
-16711,-405,419
-16737,-375,425
-16739,-385,388
-16741,-380,381
-16746,-386,377
-16711,-379,385
-16748,-378,369
-16729,-385,380
-16715,-386,368
-16732,-380,376
-16692,-384,388
-16775,-362,169
-16715,-379,387
-16726,-379,552
-16745,-384,359
-16744,-382,404
-16737,-375,430
-16719,-385,344
-16724,-386,395
-16716,-394,400
-16720,-388,366
-16740,-377,421
-16751,-368,406
-16753,-371,410
-16735,-393,439
-16749,-403,418
-16716,-375,410
-16753,-405,389
-16744,-354,417
-16735,-400,399
-16725,-380,471
-16775,-368,456
-16721,-387,363
-16752,-385,352
-16724,-396,447
-16728,-366,432
-16736,-381,384
-16760,-395,355
-16737,-387,353
-16741,-376,362
-16717,-370,454
-16729,-406,338
-16734,-379,344
-16751,-383,399
-16733,-378,470
-16722,-385,454
-16737,-361,367
-16727,-393,469
-16704,-377,553
-16721,-397,483
-16727,-385,375
-16720,-366,368
-16753,-387,415
-16753,-371,488
-16748,-365,537
-16743,-372,532
-16703,-381,494
-16745,-382,528
-16703,-381,524
-16745,-378,498
-16705,-373,498
-16725,-374,429
-16744,-373,414
-16713,-398,388
-16751,-384,400
-16705,-382,485
-16728,-405,440
-16728,-373,435
-16716,-382,456
-16736,-396,453
-16721,-386,483
-16718,-385,506
-16746,-383,475
-16729,-398,422
-16781,-365,434
-16722,-386,393
-16725,-397,412
-16720,-373,349
-16722,-365,411
-16748,-390,443
-16702,-392,465
-16731,-360,451
-16717,-382,497
-16708,-380,564
-16764,-408,486
-16723,-403,432
-16783,-377,340
-16748,-383,315
-16751,-397,299
-16722,-375,376
-16723,-381,381
-16755,-376,396
-16723,-394,476
-16723,-378,458
-16720,-368,425
-16733,-392,410
-16736,-375,368
-16734,-387,423
-16744,-382,427
-16744,-378,454
-16724,-383,528
-16742,-388,461
-16719,-376,438
-16730,-382,413
-16733,-399,470
-16732,-388,425
-16723,-358,390
-16746,-378,423
-16735,-380,428
-16737,-380,442
-16757,-393,467
-16716,-376,423
-16743,-370,360
-16738,-376,425
-16712,-374,424
-16712,-393,444
-16731,-385,520
-16735,-390,533
-16756,-372,464
-16734,-364,359
-16737,-396,384
-16720,-387,417
-16736,-403,414
-16742,-377,426
-16723,-384,395
-16731,-417,385
-16735,-395,424
-16747,-368,443
-16723,-380,445
-16734,-383,388
-16755,-408,358
-16714,-397,416
-16736,-378,395
-16723,-369,372
-16752,-386,449
-16729,-383,526
-16709,-389,462
-16750,-386,525
-16710,-380,500
-16729,-412,472
-16735,-373,496
-16709,-369,458
-16738,-377,479
-16707,-378,491
-16739,-387,433
-16723,-378,384
-16711,-383,420
-16733,-402,426
-16716,-383,428
-16713,-373,434
-16755,-372,410
-16715,-379,449
-16722,-404,439
-16716,-403,450
-16754,-394,449
-16736,-382,412
-16750,-364,427
-16741,-371,423
-16726,-383,359
-16744,-373,355
-16731,-402,402
-16748,-372,391
-16722,-377,427
-16747,-378,469
-16745,-406,478
-16735,-372,470
-16767,-378,379
-16744,-388,377
-16730,-357,204
-16728,-356,627
-16725,-404,549
-16720,-379,402
-16749,-372,445
-16733,-375,499
-16729,-381,508
-16745,-379,482
-16758,-380,424
-16758,-393,394
-16735,-390,390
-16713,-390,452
-16758,-362,537
-16709,-399,484
-16731,-372,437
-16716,-400,474
-16711,-391,512
-16715,-386,552
-16742,-382,553
-16743,-360,424
-16740,-383,385
-16723,-386,395
-16744,-389,373
-16722,-396,417
-16786,-389,472
-16762,-409,435
-16727,-382,462
-16698,-368,554
-16722,-384,524
-16755,-381,364
-16711,-374,509
-16718,-373,600
-16762,-391,601
-16710,-412,516
-16742,-384,469
-16709,-402,460
-16730,-384,492
-16740,-378,536
-16737,-406,526
-16756,-393,366
-16725,-365,373
-16724,-388,464
-16724,-389,464
-16705,-357,429
-16746,-366,405
-16735,-386,334
