17291,115,-1381
17293,129,-1265
17323,118,-1236
17279,127,-1191
17321,112,-1165
17265,117,-1112
17285,146,-1084
17282,128,-1021
17252,117,-1077
17302,104,-1145
17284,135,-1091
17303,133,-1054
17273,122,-1047
17276,116,-1018
17292,159,-1001
17270,120,-1019
17273,141,-1048
17266,123,-1072
17263,114,-1069
17276,88,-1118
17270,112,-1166
17314,105,-868
17291,179,-1249
17281,124,-1239
17316,109,-1116
17291,160,-1410
17270,116,-1165
17290,148,-1358
17264,128,-1373
17246,114,-1270
17290,130,-1222
17275,127,-1383
17298,135,-1439
17289,126,-1339
17278,120,-1286
17284,107,-1257
17287,99,-1240
17300,113,-1188
17275,108,-1266
17303,155,-1206
17282,127,-1080
17292,125,-1107
17324,140,-1216
17262,130,-1234
17305,127,-1344
17298,128,-1354
17277,133,-1314
17310,153,-1310
17272,151,-1363
17290,153,-1348
17269,123,-1235
17256,116,-1079
17282,91,-1118
17287,98,-1213
17317,95,-1095
17284,96,-1008
17274,84,-1281
17308,152,-1549
17274,90,-1252
17260,110,-1057
17287,119,-1199
17298,114,-976
17280,127,-1033
17279,85,-808
17289,140,-963
17264,141,-1040
17305,149,-945
17272,153,-891
17269,150,-875
17288,169,-902
17266,141,-881
17266,138,-891
17277,133,-899
17271,132,-873
17315,132,-907
17282,104,-993
17312,112,-1027
17294,114,-1142
17298,88,-1197
17308,47,-953
17261,159,-1821
17298,107,-1380
17284,125,-1349
17304,103,-1325
17264,100,-1242
17272,115,-1209
17289,107,-1129
17254,142,-1074
17282,127,-1082
17275,124,-1023
17299,138,-1004
17289,145,-1151
17283,128,-1125
17277,128,-1086
17284,131,-1091
17297,112,-1072
17262,127,-1036
17309,133,-1031
17301,106,-1062
17261,111,-1105
17307,95,-1128
17260,86,-1102
17299,101,-1156
17276,95,-1215
17252,107,-1199
17305,100,-1203
17288,110,-1175
17314,109,-1223
17284,108,-1184
17286,124,-1177
17305,122,-1114
17283,139,-1150
17260,155,-1193
17311,154,-1231
17289,155,-1272
17310,148,-1236
17319,147,-1213
17303,161,-1154
17238,109,-1151
17271,123,-1155
17269,143,-1120
17267,126,-1145
17311,122,-1180
17286,98,-1196
17311,122,-1251
17296,125,-1190
17259,110,-1161
17306,119,-1162
17310,106,-1204
17266,94,-1213
17274,113,-1170
17289,107,-1155
17282,127,-1139
17304,108,-1125
17281,116,-1141
17281,151,-1163
17289,128,-1205
17288,138,-1190
17274,124,-1173
17294,141,-1197
17294,156,-1172
17273,130,-1166
17285,123,-1167
17268,133,-1109
17299,155,-1098
17274,133,-1179
17264,125,-1178
17273,118,-1160
17305,131,-1111
17286,95,-1142
17275,99,-1182
17279,112,-1215
17286,95,-1162
17323,114,-1202
17295,102,-1149
17278,116,-1165
17308,127,-1155
17273,123,-1111
17286,123,-1104
17297,113,-1194
17305,155,-1183
17294,127,-1142
17290,146,-1166
17288,154,-1164
17295,109,-1169
17297,139,-1077
17277,145,-1081
17287,114,-1078
17289,117,-1076
17258,122,-1083
17301,139,-1104
17277,114,-1154
17295,128,-1119
17300,127,-1128
17258,81,-1121
