600,16166,-1447
591,16103,-1398
741,16162,-1440
809,16210,-1522
732,16288,-1634
688,16303,-1586
658,16221,-1534
704,16271,-1494
721,16228,-1468
704,16202,-1379
743,16126,-1294
868,16187,-1362
913,16177,-1254
814,16197,-1289
919,16248,-1390
800,16201,-1325
840,16132,-1365
858,16229,-1433
753,16143,-1453
813,16191,-1550
840,16355,-1693
759,16258,-1706
853,16222,-1705
844,16240,-1667
903,16232,-1754
754,16201,-1606
805,16154,-1626
911,16198,-1610
871,16198,-1514
898,16253,-1547
863,16297,-1511
824,16236,-1417
868,16189,-1313
769,16152,-1239
825,16178,-1312
757,16224,-1333
839,16253,-1444
640,16288,-1425
391,16237,-1390
599,16430,-1644
753,16475,-1611
789,16254,-1482
1000,16220,-1516
869,16068,-1387
809,16016,-1515
1017,16069,-1449
1158,15877,-1302
1225,16062,-1261
955,16186,-1394
800,16247,-1437
847,16308,-1455
958,16230,-1361
949,16323,-1441
711,16232,-1425
612,16334,-1502
652,16264,-1482
833,16178,-1424
1113,16225,-1317
974,16198,-1385
966,16215,-1395
975,16263,-1457
990,16169,-1324
1211,16180,-1301
1064,16182,-1349
958,16282,-1555
922,16293,-1534
982,16131,-1379
1082,16223,-1532
943,16263,-1474
945,16228,-1541
1136,16366,-1574
1026,16300,-1513
1191,16302,-1499
1074,16144,-1328
1149,16111,-1375
1167,16248,-1464
1079,16170,-1440
1081,16173,-1450
1104,16194,-1502
996,16196,-1484
910,16237,-1524
1078,16281,-1565
943,16224,-1417
910,16191,-1363
817,16226,-1384
687,16169,-1356
735,16232,-1377
909,16285,-1391
1071,16234,-1301
1082,16225,-1283
925,16185,-1288
939,16166,-1256
958,16217,-1288
940,16181,-1280
996,16288,-1387
1118,16352,-1459
1119,16308,-1384
1222,16154,-1362
1221,16112,-1241
1107,16084,-1275
1018,16165,-1384
982,16203,-1399
1012,16156,-1349
1076,16271,-1471
990,16241,-1491
794,16320,-1554
626,16177,-1459
602,16166,-1486
526,16140,-1423
684,16189,-1539
836,16318,-1726
1039,16194,-1702
1278,16275,-1620
1029,16388,-1886
912,16352,-1765
1057,16046,-1489
823,16070,-1285
1271,16179,-1276
875,16172,-1396
1241,16286,-1275
1190,16205,-1301
1441,16214,-1249
1290,16283,-1126
1204,16263,-1408
1050,16305,-1359
1261,16159,-1469
1268,16165,-1360
1127,16072,-1473
1097,16232,-1673
1209,16305,-1757
1088,16300,-1748
997,16160,-1509
750,16127,-1596
628,16093,-1569
692,16126,-1422
712,16141,-1442
778,16169,-1397
1005,16291,-1463
924,16217,-1389
949,16244,-1379
1071,16320,-1457
1229,16350,-1486
1026,16319,-1400
1029,16238,-1478
1032,16194,-1523
1152,16252,-1528
1104,16152,-1342
1102,16121,-1394
971,16193,-1519
905,16094,-1610
1034,16153,-1549
957,16208,-1675
971,16319,-1707
894,16321,-1682
873,16279,-1677
902,16187,-1626
1068,16210,-1593
1085,16154,-1512
1195,16209,-1560
1122,16185,-1461
1076,16190,-1483
1046,16257,-1478
960,16151,-1417
937,16220,-1462
813,16181,-1408
896,16175,-1396
1079,16235,-1481
1032,16262,-1480
1127,16314,-1675
969,16257,-1643
861,16136,-1565
932,16228,-1589
1011,16215,-1588
892,16149,-1585
895,16207,-1572
884,16290,-1700
1044,16291,-1714
1019,16307,-1535
1100,16165,-1540
1007,16187,-1472
754,16054,-1448
765,16126,-1454
797,16124,-1473
921,16264,-1522
859,16286,-1502
998,16262,-1563
1142,16386,-1633
884,16146,-1457
873,16032,-1416
815,16133,-1494
760,16185,-1577
900,16253,-1630
1034,16290,-1616
1067,16242,-1583
