347,-50,16256
330,-47,16263
326,-37,16265
342,-42,16259
355,-55,16250
330,-44,16278
332,-34,16236
331,-59,16230
346,-41,16248
368,-69,16253
318,-65,16260
322,-52,16234
333,-57,16232
321,-53,16265
333,-60,16267
344,-52,16221
321,-53,16239
348,-56,16276
357,-48,16258
347,-57,16248
343,-48,16260
339,-67,16262
317,-66,16258
330,-69,16252
348,-32,16286
337,-56,16233
320,-42,16276
346,-57,16268
325,-53,16248
319,-57,16288
342,-37,16253
325,-49,16247
325,-32,16257
351,-65,16246
341,-45,16264
344,-54,16264
331,-52,16259
341,-42,16262
345,-65,16249
328,-51,16278
351,-54,16237
316,-46,16260
339,-50,16245
315,-59,16242
309,-49,16271
334,-58,16278
337,-55,16255
313,-57,16250
297,-78,16241
332,-49,16262
330,-54,16262
324,-61,16246
343,-50,16272
329,-43,16252
333,-42,16242
351,-43,16260
373,-60,16268
348,-44,16276
329,-45,16260
335,-61,16252
345,-47,16226
362,-57,16264
322,-67,16249
345,-67,16245
344,-45,16224
328,-59,16254
311,-59,16248
323,-68,16249
345,-35,16231
314,-67,16248
344,-33,16251
365,-49,16215
318,-31,16272
364,-47,16250
314,-49,16245
345,-74,16234
313,-58,16240
352,-51,16260
335,-45,16276
328,-59,16259
337,-70,16239
333,-36,16236
339,-42,16269
324,-38,16248
344,-57,16253
344,-54,16258
343,-45,16241
324,-46,16256
330,-60,16254
339,-61,16247
317,-71,16262
339,-51,16253
335,-68,16262
333,-43,16260
336,-36,16289
343,-58,16247
328,-48,16221
318,-63,16248
351,-34,16247
364,-38,16250
336,-74,16249
348,-52,16261
320,-68,16247
331,-58,16274
315,-45,16265
337,-53,16261
334,-34,16269
337,-39,16233
352,-65,16255
340,-48,16253
343,-39,16251
342,-55,16226
365,-55,16220
326,-60,16250
328,-48,16266
338,-37,16242
361,-62,16231
337,-55,16250
332,-51,16253
337,-73,16257
311,-38,16243
338,-31,16282
315,-45,16268
303,-40,16250
338,-52,16235
332,-40,16256
358,-27,16274
346,-55,16235
302,-45,16265
323,-53,16257
325,-44,16258
291,-80,16259
323,-56,16242
323,-37,16266
322,-53,16261
342,-69,16252
337,-46,16251
363,-59,16255
337,-52,16261
334,-62,16233
336,-54,16225
341,-29,16262
360,-34,16245
359,-44,16279
327,-56,16253
330,-69,16254
358,-61,16254
339,-45,16250
345,-40,16254
357,-42,16239
304,-48,16258
321,-62,16261
346,-72,16223
